1, Test Method "testPackage01.appium.AndroidBasicInteractionsTest.scrollInExpandableLists_horizontalScrolling_insideElement" failed. Please investigate and open a new Issue if needed.
2, Test Method "testPackage01.appium.AndroidBasicInteractionsTest.visualElementIdentification_requiresProcessing" failed. Please investigate and open a new Issue if needed.
3, Test Method "testPackage01.appium.AndroidBasicInteractionsTest.visualElementIdentification_samedpi" failed. Please investigate and open a new Issue if needed.
