"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Oct 10 01:59:30 UTC 2021","Sun Oct 10 01:59:31 UTC 2021","722","SHAFT: Custom Suite","SHAFT: Custom Test","unitTests.tests_validations_assertions","unitTests.tests_validations_assertions","assertElementAttribute_true_literalComparison_expectedToFail","assertElementAttribute_true_literalComparison_expectedToFail",""
"passed","Sun Oct 10 01:58:57 UTC 2021","Sun Oct 10 01:58:58 UTC 2021","650","SHAFT: Custom Suite","SHAFT: Custom Test","unitTests.tests_validations_assertions","unitTests.tests_validations_assertions","assertElementAttribute_false_containsComparison_expectedToFail","assertElementAttribute_false_containsComparison_expectedToFail",""
"passed","Sun Oct 10 01:58:11 UTC 2021","Sun Oct 10 01:58:11 UTC 2021","474","SHAFT: Custom Suite","SHAFT: Custom Test","unitTests.tests_browserActions","unitTests.tests_browserActions","navigateToURL","navigateToURL",""
"passed","Sun Oct 10 01:59:00 UTC 2021","Sun Oct 10 01:59:01 UTC 2021","660","SHAFT: Custom Suite","SHAFT: Custom Test","unitTests.tests_validations_assertions","unitTests.tests_validations_assertions","assertElementAttribute_false_containsComparison_expectedToPass","assertElementAttribute_false_containsComparison_expectedToPass",""
"passed","Sun Oct 10 01:56:03 UTC 2021","Sun Oct 10 01:56:03 UTC 2021","2","SHAFT: Custom Suite","SHAFT: Custom Test","testPackage01.Test_NewValidationHelper","testPackage01.Test_NewValidationHelper","f2","f2",""
"passed","Sun Oct 10 01:54:41 UTC 2021","Sun Oct 10 01:54:41 UTC 2021","294","SHAFT: Custom Suite","SHAFT: Custom Test","testPackage01.Test_NewValidationHelper","testPackage01.Test_NewValidationHelper","f10","f10",""
"passed","Sun Oct 10 01:56:38 UTC 2021","Sun Oct 10 01:56:38 UTC 2021","1","SHAFT: Custom Suite","SHAFT: Custom Test","testPackage01.Test_NewValidationHelper","testPackage01.Test_NewValidationHelper","f27","f27",""
"passed","Sun Oct 10 01:56:03 UTC 2021","Sun Oct 10 01:56:03 UTC 2021","310","SHAFT: Custom Suite","SHAFT: Custom Test","testPackage01.Test_NewValidationHelper","testPackage01.Test_NewValidationHelper","f19","f19",""
"passed","Sun Oct 10 01:58:14 UTC 2021","Sun Oct 10 01:58:15 UTC 2021","1219","SHAFT: Custom Suite","SHAFT: Custom Test","unitTests.tests_browserActions","unitTests.tests_browserActions","navigateToURLWithRedirection","navigateToURLWithRedirection",""
"passed","Sun Oct 10 01:56:38 UTC 2021","Sun Oct 10 01:56:38 UTC 2021","2","SHAFT: Custom Suite","SHAFT: Custom Test","testPackage01.Test_NewValidationHelper","testPackage01.Test_NewValidationHelper","f6","f6",""
"passed","Sun Oct 10 01:57:22 UTC 2021","Sun Oct 10 01:57:22 UTC 2021","711","SHAFT: Custom Suite","SHAFT: Custom Test","testPackage01.Test_sendGraphqlRequest","testPackage01.Test_sendGraphqlRequest","sendGraphqlRequestUsingMutationAndVariables","sendGraphqlRequestUsingMutationAndVariables",""
"passed","Sun Oct 10 01:58:48 UTC 2021","Sun Oct 10 01:58:48 UTC 2021","328","SHAFT: Custom Suite","SHAFT: Custom Test","unitTests.tests_restActions","unitTests.tests_restActions","validateUserEmail","validateUserEmail",""
"passed","Sun Oct 10 01:53:10 UTC 2021","Sun Oct 10 01:53:25 UTC 2021","14281","SHAFT: Custom Suite","SHAFT: Custom Test","testPackage01.Test_chainableElementActions","testPackage01.Test_chainableElementActions","chainElementActions","chainElementActions",""
"passed","Sun Oct 10 01:57:47 UTC 2021","Sun Oct 10 01:57:47 UTC 2021","35","SHAFT: Custom Suite","SHAFT: Custom Test","unitTests.tests_browserActions","unitTests.tests_browserActions","getPageSource","getPageSource",""
"passed","Sun Oct 10 01:59:20 UTC 2021","Sun Oct 10 01:59:21 UTC 2021","668","SHAFT: Custom Suite","SHAFT: Custom Test","unitTests.tests_validations_assertions","unitTests.tests_validations_assertions","assertElementAttribute_true_caseInsensitiveComparison_expectedToPass","assertElementAttribute_true_caseInsensitiveComparison_expectedToPass",""
"passed","Sun Oct 10 01:56:38 UTC 2021","Sun Oct 10 01:56:38 UTC 2021","2","SHAFT: Custom Suite","SHAFT: Custom Test","testPackage01.Test_NewValidationHelper","testPackage01.Test_NewValidationHelper","f4","f4",""
"passed","Sun Oct 10 02:00:57 UTC 2021","Sun Oct 10 02:00:57 UTC 2021","2","SHAFT: Custom Suite","SHAFT: Custom Test","unitTests.tests_validations_assertions","unitTests.tests_validations_assertions","assertEquals_true_expectedToPass__","assertEquals_true_expectedToPass__",""
"passed","Sun Oct 10 01:53:33 UTC 2021","Sun Oct 10 01:53:39 UTC 2021","6154","SHAFT: Custom Suite","SHAFT: Custom Test","testPackage01.Test_dragAndDrop","testPackage01.Test_dragAndDrop","dragAndDrop","TC001 - Test Drag and Drop function.",""
"passed","Sun Oct 10 01:58:48 UTC 2021","Sun Oct 10 01:58:48 UTC 2021","2","SHAFT: Custom Suite","SHAFT: Custom Test","unitTests.tests_validations_assertions","unitTests.tests_validations_assertions","assertComparativeRelation_greaterThanOrEquals_true_equals_expectedToPass","assertComparativeRelation_greaterThanOrEquals_true_equals_expectedToPass",""
"passed","Sun Oct 10 01:57:24 UTC 2021","Sun Oct 10 01:57:25 UTC 2021","1062","SHAFT: Custom Suite","SHAFT: Custom Test","testPackage01.Test_ShadowDOM","testPackage01.Test_ShadowDOM","shadowdom","shadowdom",""
"passed","Sun Oct 10 01:56:38 UTC 2021","Sun Oct 10 01:56:38 UTC 2021","11","SHAFT: Custom Suite","SHAFT: Custom Test","testPackage01.Test_NewValidationHelper","testPackage01.Test_NewValidationHelper","f35","f35",""
"passed","Sun Oct 10 01:57:42 UTC 2021","Sun Oct 10 01:57:42 UTC 2021","22","SHAFT: Custom Suite","SHAFT: Custom Test","unitTests.tests_browserActions","unitTests.tests_browserActions","getCurrentURL","getCurrentURL",""
"passed","Sun Oct 10 01:59:27 UTC 2021","Sun Oct 10 01:59:27 UTC 2021","624","SHAFT: Custom Suite","SHAFT: Custom Test","unitTests.tests_validations_assertions","unitTests.tests_validations_assertions","assertElementAttribute_true_containsComparison_expectedToPass","assertElementAttribute_true_containsComparison_expectedToPass",""
