1, Test Method "testPackage01.appium.AndroidBasicInteractionsTest.scrollToElement_insideScreen" failed. Please investigate and open a new Issue if needed.
2, Test Method "testPackage01.appium.AndroidBasicInteractionsTest.testOpensAlert" failed. Please investigate and open a new Issue if needed.
3, Test Method "testPackage01.appium.AndroidBasicInteractionsTest.testSendKeys" failed. Please investigate and open a new Issue if needed.
