1, Test Method "testPackage01.Test_MatchJsonSchema.checkAPI_ResponseSchema" failed. Please investigate and open a new Issue if needed.
2, Test Method "testPackage01.Test_SelectedValue.simpleSelect" failed. Please investigate and open a new Issue if needed.
3, Test Method "testPackage01.Test_JSONFileManager.readStringFromJson" failed. Please investigate and open a new Issue if needed.
4, Test Method "testPackage01.Test_JsonActions.f" failed. Please investigate and open a new Issue if needed.
5, Test Method "testPackage01.Test_JsonActions.f2" failed. Please investigate and open a new Issue if needed.
6, Test Method "testPackage01.Test_JsonCompareWithSpecialCharacters.specialCharacters" failed. Please investigate and open a new Issue if needed.
7, Test Method "testPackage01.Test_JsonCompareWithSpecialCharacters.specialCharacters_assertion" failed. Please investigate and open a new Issue if needed.
8, Test Method "testPackage01.Test_SkipDueToIssue.skip" passed. Please validate and close this open issue "INC1".
9, Test Method "testPackage01.Test_SkipDueToIssue.skip2" passed. Please validate and close this open issue "INC2".
